deso,kommun,lan,kommunnamn,lannamn,2_doser,minst_1_dos
1280C1810,1280,12,Malmö,Skåne,0.8,0.9
1280C1890,1280,12,Malmö,Skåne,0.32,0.42
1280C1950,1280,12,Malmö,Skåne,0.72,0.82
1280C2160,1280,12,Malmö,Skåne,0.69,0.78
1280C2250,1280,12,Malmö,Skåne,0.69,0.83
1280C2220,1280,12,Malmö,Skåne,0.54,0.74
1280C2260,1280,12,Malmö,Skåne,0.55,0.7
1280C2530,1280,12,Malmö,Skåne,0.77,0.86
0180C4570,0180,01,Stockholm,Stockholm,0.67,0.82
1280C1990,1280,12,Malmö,Skåne,0.71,0.81
1265B2010,1265,12,Sjöbo,Skåne,0.69,0.8
1280C2050,1280,12,Malmö,Skåne,0.74,0.83
1291A0030,1291,12,Simrishamn,Skåne,0.79,0.87
1280C2110,1280,12,Malmö,Skåne,0.57,0.76
1280C2140,1280,12,Malmö,Skåne,0.55,0.73
0180C4890,0180,01,Stockholm,Stockholm,0.72,0.86
0180C4880,0180,01,Stockholm,Stockholm,0.75,0.88
1280C1910,1280,12,Malmö,Skåne,0.49,0.64
1280C2070,1280,12,Malmö,Skåne,0.76,0.85
1280C2150,1280,12,Malmö,Skåne,0.57,0.72
1280C2180,1280,12,Malmö,Skåne,0.6,0.78
1280C2170,1280,12,Malmö,Skåne,0.62,0.76
1280C2040,1280,12,Malmö,Skåne,0.68,0.79
0180C4920,0180,01,Stockholm,Stockholm,0.73,0.89
1280C2120,1280,12,Malmö,Skåne,0.66,0.75
1280C2350,1280,12,Malmö,Skåne,0.64,0.78
1280C2360,1280,12,Malmö,Skåne,0.66,0.8
1280C2370,1280,12,Malmö,Skåne,0.67,0.78
1280C2190,1280,12,Malmö,Skåne,0.74,0.85
1280C2280,1280,12,Malmö,Skåne,0.46,0.55
1280C2570,1280,12,Malmö,Skåne,0.66,0.81
1280C2540,1280,12,Malmö,Skåne,0.69,0.8
1280C2550,1280,12,Malmö,Skåne,0.79,0.85
1280C2580,1280,12,Malmö,Skåne,0.64,0.78
1280C2650,1280,12,Malmö,Skåne,0.69,0.83
0180C4670,0180,01,Stockholm,Stockholm,0.63,0.81
0484C1220,0484,04,Eskilstuna,Södermanland,0.52,0.67
1280C2210,1280,12,Malmö,Skåne,0.83,0.9
1280C2560,1280,12,Malmö,Skåne,0.56,0.76
1280C2590,1280,12,Malmö,Skåne,0.74,0.86
1280C2620,1280,12,Malmö,Skåne,0.74,0.87
1280C2500,1280,12,Malmö,Skåne,0.49,0.69
1280C2340,1280,12,Malmö,Skåne,0.64,0.74
1280C2630,1280,12,Malmö,Skåne,0.8,0.89
1263B3010,1263,12,Svedala,Skåne,0.75,0.86
1280C2660,1280,12,Malmö,Skåne,0.73,0.87
1281B5010,1281,12,Lund,Skåne,0.76,0.85
1280C2690,1280,12,Malmö,Skåne,0.65,0.77
1280C2720,1280,12,Malmö,Skåne,0.62,0.8
1280C2700,1280,12,Malmö,Skåne,0.56,0.77
0180C4510,0180,01,Stockholm,Stockholm,0.83,0.93
0180C4910,0180,01,Stockholm,Stockholm,0.69,0.85
1280C2010,1280,12,Malmö,Skåne,0.7,0.81
1270A0010,1270,12,Tomelilla,Skåne,0.7,0.8
0180C4980,0180,01,Stockholm,Stockholm,0.71,0.85
0180C4960,0180,01,Stockholm,Stockholm,0.71,0.86
1281B5020,1281,12,Lund,Skåne,0.79,0.89
1280C2770,1280,12,Malmö,Skåne,0.64,0.77
1280C2640,1280,12,Malmö,Skåne,0.79,0.86
1280C2790,1280,12,Malmö,Skåne,0.51,0.64
1263A0010,1263,12,Svedala,Skåne,0.72,0.81
1280C2760,1280,12,Malmö,Skåne,0.58,0.72
1280C2820,1280,12,Malmö,Skåne,0.49,0.63
1265A0010,1265,12,Sjöbo,Skåne,0.72,0.82
0120C1170,0120,01,Värmdö,Stockholm,0.78,0.89
1280C2710,1280,12,Malmö,Skåne,0.78,0.87
1280C2860,1280,12,Malmö,Skåne,0.5,0.63
1280C2850,1280,12,Malmö,Skåne,0.72,0.83
1280C2840,1280,12,Malmö,Skåne,0.56,0.71
1263A0020,1263,12,Svedala,Skåne,0.7,0.79
1280C2890,1280,12,Malmö,Skåne,0.5,0.62
1280C2880,1280,12,Malmö,Skåne,0.66,0.81
1280C2900,1280,12,Malmö,Skåne,0.6,0.78
0180C5230,0180,01,Stockholm,Stockholm,0.69,0.84
1281B4010,1281,12,Lund,Skåne,0.78,0.87
1280C2870,1280,12,Malmö,Skåne,0.73,0.86
1265C1010,1265,12,Sjöbo,Skåne,0.71,0.81
1265A0020,1265,12,Sjöbo,Skåne,0.7,0.81
1281B4020,1281,12,Lund,Skåne,0.76,0.85
1280C2910,1280,12,Malmö,Skåne,0.5,0.61
1270A0020,1270,12,Tomelilla,Skåne,0.68,0.79
1265C1020,1265,12,Sjöbo,Skåne,0.69,0.79
0484C1290,0484,04,Eskilstuna,Södermanland,0.69,0.84
1230C1030,1230,12,Staffanstorp,Skåne,0.78,0.87
1231C1020,1231,12,Burlöv,Skåne,0.54,0.67
1230C1040,1230,12,Staffanstorp,Skåne,0.79,0.87
0180C5280,0180,01,Stockholm,Stockholm,0.72,0.86
1291A0040,1291,12,Simrishamn,Skåne,0.78,0.85
1231C1050,1231,12,Burlöv,Skåne,0.52,0.63
1230C1010,1230,12,Staffanstorp,Skåne,0.7,0.81
1283C1230,1283,12,Helsingborg,Skåne,0.38,0.56
1283C1240,1283,12,Helsingborg,Skåne,0.48,0.64
0163C1080,0163,01,Sollentuna,Stockholm,0.83,0.94
1280C2920,1280,12,Malmö,Skåne,0.65,0.78
1281C1410,1281,12,Lund,Skåne,0.72,0.83
1283C1410,1283,12,Helsingborg,Skåne,0.57,0.67
1283C1370,1283,12,Helsingborg,Skåne,0.45,0.59
1272B3010,1272,12,Bromölla,Skåne,0.74,0.85
1290B6010,1290,12,Kristianstad,Skåne,0.71,0.83
1281B4030,1281,12,Lund,Skåne,0.76,0.85
1231C1040,1231,12,Burlöv,Skåne,0.47,0.62
1283C1500,1283,12,Helsingborg,Skåne,0.64,0.77
1283C1490,1283,12,Helsingborg,Skåne,0.49,0.62
1272C1010,1272,12,Bromölla,Skåne,0.67,0.79
1083B2010,1083,10,Sölvesborg,Blekinge,0.67,0.78
0484C1250,0484,04,Eskilstuna,Södermanland,0.79,0.89
1265C1030,1265,12,Sjöbo,Skåne,0.72,0.83
0180C5190,0180,01,Stockholm,Stockholm,0.61,0.76
1265C1040,1265,12,Sjöbo,Skåne,0.69,0.81
1231C1060,1231,12,Burlöv,Skåne,0.65,0.75
1230C1050,1230,12,Staffanstorp,Skåne,0.78,0.87
1230C1060,1230,12,Staffanstorp,Skåne,0.81,0.89
1230C1020,1230,12,Staffanstorp,Skåne,0.81,0.9
1281C1290,1281,12,Lund,Skåne,0.76,0.86
1281C1300,1281,12,Lund,Skåne,0.72,0.87
1281A0020,1281,12,Lund,Skåne,0.76,0.86
0180C5290,0180,01,Stockholm,Stockholm,0.67,0.85
1231C1070,1231,12,Burlöv,Skåne,0.53,0.62
1230C1080,1230,12,Staffanstorp,Skåne,0.67,0.76
0180C5180,0180,01,Stockholm,Stockholm,0.59,0.73
1231C1080,1231,12,Burlöv,Skåne,0.76,0.86
1281B3010,1281,12,Lund,Skåne,0.69,0.82
1231C1090,1231,12,Burlöv,Skåne,0.77,0.88
1230C1070,1230,12,Staffanstorp,Skåne,0.76,0.86
1291A0050,1291,12,Simrishamn,Skåne,0.69,0.78
1231C1100,1231,12,Burlöv,Skåne,0.79,0.88
1281B3020,1281,12,Lund,Skåne,0.77,0.87
1281C1260,1281,12,Lund,Skåne,0.64,0.87
1281C1310,1281,12,Lund,Skåne,0.7,0.86
1281C1320,1281,12,Lund,Skåne,0.77,0.9
1281C1360,1281,12,Lund,Skåne,0.69,0.82
1281C1350,1281,12,Lund,Skåne,0.45,0.71
1262C1020,1262,12,Lomma,Skåne,0.86,0.93
1262C1010,1262,12,Lomma,Skåne,0.76,0.86
0180C5380,0180,01,Stockholm,Stockholm,0.52,0.78
1230B2010,1230,12,Staffanstorp,Skåne,0.86,0.94
1262C1030,1262,12,Lomma,Skåne,0.85,0.91
1281C1210,1281,12,Lund,Skåne,0.75,0.86
0180C5350,0180,01,Stockholm,Stockholm,0.63,0.82
0484C1310,0484,04,Eskilstuna,Södermanland,0.7,0.83
1262C1040,1262,12,Lomma,Skåne,0.81,0.89
1281B3030,1281,12,Lund,Skåne,0.78,0.86
1281C1120,1281,12,Lund,Skåne,0.47,0.78
1281C1090,1281,12,Lund,Skåne,0.67,0.88
1281C1170,1281,12,Lund,Skåne,0.72,0.88
0484C1360,0484,04,Eskilstuna,Södermanland,0.55,0.67
1291A0060,1291,12,Simrishamn,Skåne,0.79,0.87
1292C1030,1292,12,Ängelholm,Skåne,0.61,0.74
1060C1010,1060,10,Olofström,Blekinge,0.7,0.82
1281B3040,1281,12,Lund,Skåne,0.82,0.91
1230A0010,1230,12,Staffanstorp,Skåne,0.7,0.82
1262C1050,1262,12,Lomma,Skåne,0.88,0.95
1262C1060,1262,12,Lomma,Skåne,0.8,0.89
1281C1020,1281,12,Lund,Skåne,0.73,0.84
0184C1100,0184,01,Solna,Stockholm,0.68,0.81
1230B2020,1230,12,Staffanstorp,Skåne,0.82,0.9
1281C1030,1281,12,Lund,Skåne,0.66,0.79
1281C1100,1281,12,Lund,Skåne,0.74,0.9
1281C1080,1281,12,Lund,Skåne,0.54,0.68
1281C1070,1281,12,Lund,Skåne,0.61,0.75
1265A0030,1265,12,Sjöbo,Skåne,0.67,0.78
1281C1130,1281,12,Lund,Skåne,0.72,0.88
1281C1540,1281,12,Lund,Skåne,0.7,0.81
1262C1070,1262,12,Lomma,Skåne,0.76,0.85
1281C1150,1281,12,Lund,Skåne,0.74,0.86
1281C1140,1281,12,Lund,Skåne,0.74,0.84
1281C1110,1281,12,Lund,Skåne,0.72,0.82
0180C5490,0180,01,Stockholm,Stockholm,0.65,0.81
1281B2010,1281,12,Lund,Skåne,0.85,0.92
1281C1340,1281,12,Lund,Skåne,0.7,0.85
1281C1280,1281,12,Lund,Skåne,0.69,0.88
1281C1380,1281,12,Lund,Skåne,0.75,0.88
1281C1370,1281,12,Lund,Skåne,0.51,0.78
1281C1390,1281,12,Lund,Skåne,0.7,0.81
1281C1400,1281,12,Lund,Skåne,0.78,0.88
1281C1420,1281,12,Lund,Skåne,0.64,0.8
1281C1330,1281,12,Lund,Skåne,0.76,0.86
1262C1080,1262,12,Lomma,Skåne,0.85,0.93
1281C1440,1281,12,Lund,Skåne,0.49,0.8
1281C1450,1281,12,Lund,Skåne,0.39,0.71
1265A0060,1265,12,Sjöbo,Skåne,0.66,0.75
1261C1070,1261,12,Kävlinge,Skåne,0.61,0.73
0180C5510,0180,01,Stockholm,Stockholm,0.61,0.75
1281B2020,1281,12,Lund,Skåne,0.83,0.91
1281C1460,1281,12,Lund,Skåne,0.76,0.85
1281C1490,1281,12,Lund,Skåne,0.75,0.87
1281C1470,1281,12,Lund,Skåne,0.61,0.77
1281C1480,1281,12,Lund,Skåne,0.69,0.78
1281C1500,1281,12,Lund,Skåne,0.62,0.76
1381B4010,1381,13,Laholm,Halland,0.68,0.77
1381C1040,1381,13,Laholm,Halland,0.67,0.82
1283C1610,1283,12,Helsingborg,Skåne,0.57,0.71
1262C1090,1262,12,Lomma,Skåne,0.87,0.93
1281C1520,1281,12,Lund,Skåne,0.83,0.92
1281C1430,1281,12,Lund,Skåne,0.71,0.85
1281C1510,1281,12,Lund,Skåne,0.82,0.9
1281C1530,1281,12,Lund,Skåne,0.64,0.76
1290B8010,1290,12,Kristianstad,Skåne,0.79,0.9
1281C1550,1281,12,Lund,Skåne,0.79,0.88
1281B2030,1281,12,Lund,Skåne,0.82,0.9
1261C1090,1261,12,Kävlinge,Skåne,0.82,0.91
1285A0010,1285,12,Eslöv,Skåne,0.69,0.8
1281B2040,1281,12,Lund,Skåne,0.81,0.91
1262C1100,1262,12,Lomma,Skåne,0.8,0.88
1281A0030,1281,12,Lund,Skåne,0.74,0.84
1291A0070,1291,12,Simrishamn,Skåne,0.78,0.84
1281C1560,1281,12,Lund,Skåne,0.86,0.93
0186C1110,0186,01,Lidingö,Stockholm,0.6,0.74
1262C1120,1262,12,Lomma,Skåne,0.84,0.92
1380C1100,1380,13,Halmstad,Halland,0.7,0.86
1380C1220,1380,13,Halmstad,Halland,0.57,0.75
0180C5480,0180,01,Stockholm,Stockholm,0.52,0.67
1262C1110,1262,12,Lomma,Skåne,0.86,0.94
1383C1160,1383,13,Varberg,Halland,0.75,0.85
1281C1570,1281,12,Lund,Skåne,0.87,0.92
1261B2010,1261,12,Kävlinge,Skåne,0.8,0.89
1265A0070,1265,12,Sjöbo,Skåne,0.61,0.72
1261B2020,1261,12,Kävlinge,Skåne,0.84,0.92
1270A0030,1270,12,Tomelilla,Skåne,0.77,0.85
1285A0020,1285,12,Eslöv,Skåne,0.72,0.84
1285B5010,1285,12,Eslöv,Skåne,0.75,0.86
1490C1080,1490,14,Borås,Västra Götaland,0.54,0.74
1480C1780,1480,14,Göteborg,Västra Götaland,0.55,0.78
1261C1010,1261,12,Kävlinge,Skåne,0.82,0.9
1285B3010,1285,12,Eslöv,Skåne,0.71,0.8
1285C1030,1285,12,Eslöv,Skåne,0.65,0.77
1282C1160,1282,12,Landskrona,Skåne,0.77,0.83
1381A0060,1381,13,Laholm,Halland,0.66,0.8
1261B2040,1261,12,Kävlinge,Skåne,0.77,0.86
1261B2030,1261,12,Kävlinge,Skåne,0.8,0.9
1261C1030,1261,12,Kävlinge,Skåne,0.74,0.83
1480C2210,1480,14,Göteborg,Västra Götaland,0.7,0.88
1261C1020,1261,12,Kävlinge,Skåne,0.8,0.89
1281A0040,1281,12,Lund,Skåne,0.77,0.85
1266A0010,1266,12,Hörby,Skåne,0.66,0.78
1380C1350,1380,13,Halmstad,Halland,0.76,0.86
1261A0030,1261,12,Kävlinge,Skåne,0.73,0.83
1261A0020,1261,12,Kävlinge,Skåne,0.73,0.85
1480C2330,1480,14,Göteborg,Västra Götaland,0.58,0.8
1261C1040,1261,12,Kävlinge,Skåne,0.7,0.82
1261C1050,1261,12,Kävlinge,Skåne,0.74,0.86
1261C1060,1261,12,Kävlinge,Skåne,0.74,0.85
1261C1080,1261,12,Kävlinge,Skåne,0.72,0.84
1261B2050,1261,12,Kävlinge,Skåne,0.8,0.89
1261A0010,1261,12,Kävlinge,Skåne,0.86,0.94
1261B2060,1261,12,Kävlinge,Skåne,0.77,0.87
1261B2070,1261,12,Kävlinge,Skåne,0.78,0.89
1285C1010,1285,12,Eslöv,Skåne,0.57,0.72
1266A0020,1266,12,Hörby,Skåne,0.64,0.78
1285C1040,1285,12,Eslöv,Skåne,0.8,0.88
1285C1090,1285,12,Eslöv,Skåne,0.56,0.68
1290A0010,1290,12,Kristianstad,Skåne,0.69,0.81
1290B7010,1290,12,Kristianstad,Skåne,0.77,0.86
1266A0030,1266,12,Hörby,Skåne,0.65,0.78
1285A0040,1285,12,Eslöv,Skåne,0.69,0.81
1266C1010,1266,12,Hörby,Skåne,0.74,0.83
1480C2680,1480,14,Göteborg,Västra Götaland,0.49,0.8
0883C1050,0883,08,Västervik,Kalmar,0.75,0.85
0183C1100,0183,01,Sundbyberg,Stockholm,0.66,0.8
1285C1020,1285,12,Eslöv,Skåne,0.7,0.82
1266C1040,1266,12,Hörby,Skåne,0.62,0.74
1282C1010,1282,12,Landskrona,Skåne,0.74,0.83
1880C1040,1880,18,Örebro,Örebro,0.87,0.91
1285C1050,1285,12,Eslöv,Skåne,0.55,0.67
1285A0030,1285,12,Eslöv,Skåne,0.69,0.8
1285C1070,1285,12,Eslöv,Skåne,0.76,0.85
1485C1110,1485,14,Uddevalla,Västra Götaland,0.58,0.77
1266C1020,1266,12,Hörby,Skåne,0.65,0.77
1285C1080,1285,12,Eslöv,Skåne,0.68,0.79
0881C1070,0881,08,Nybro,Kalmar,0.49,0.6
0780B3010,0780,07,Växjö,Kronoberg,0.7,0.88
1282C1020,1282,12,Landskrona,Skåne,0.76,0.86
1282C1030,1282,12,Landskrona,Skåne,0.71,0.82
1285B2010,1285,12,Eslöv,Skåne,0.67,0.78
1282C1040,1282,12,Landskrona,Skåne,0.73,0.81
1290A0020,1290,12,Kristianstad,Skåne,0.77,0.86
1282C1060,1282,12,Landskrona,Skåne,0.49,0.6
1266C1030,1266,12,Hörby,Skåne,0.72,0.83
1480C3860,1480,14,Göteborg,Västra Götaland,0.32,0.52
1214B2010,1214,12,Svalöv,Skåne,0.62,0.77
1282C1150,1282,12,Landskrona,Skåne,0.4,0.51
1267A0010,1267,12,Höör,Skåne,0.72,0.82
0123C1290,0123,01,Järfälla,Stockholm,0.57,0.68
1282C1050,1282,12,Landskrona,Skåne,0.46,0.58
1282C1100,1282,12,Landskrona,Skåne,0.61,0.71
1282C1110,1282,12,Landskrona,Skåne,0.57,0.68
0163C1090,0163,01,Sollentuna,Stockholm,0.44,0.61
1282C1090,1282,12,Landskrona,Skåne,0.64,0.75
1282C1120,1282,12,Landskrona,Skåne,0.72,0.79
1282C1140,1282,12,Landskrona,Skåne,0.65,0.76
1282C1130,1282,12,Landskrona,Skåne,0.64,0.75
1214B4010,1214,12,Svalöv,Skåne,0.65,0.8
1282B3010,1282,12,Landskrona,Skåne,0.69,0.82
1283B2010,1283,12,Helsingborg,Skåne,0.84,0.93
1267C1060,1267,12,Höör,Skåne,0.69,0.79
1282C1180,1282,12,Landskrona,Skåne,0.8,0.89
1214A0010,1214,12,Svalöv,Skåne,0.67,0.76
1282C1200,1282,12,Landskrona,Skåne,0.5,0.61
1283C1310,1283,12,Helsingborg,Skåne,0.48,0.65
1283C1300,1283,12,Helsingborg,Skåne,0.77,0.87
1285B4010,1285,12,Eslöv,Skåne,0.76,0.88
1496C1130,1496,14,Skövde,Västra Götaland,0.56,0.75
1266A0040,1266,12,Hörby,Skåne,0.7,0.8
1290B2010,1290,12,Kristianstad,Skåne,0.83,0.91
1282C1170,1282,12,Landskrona,Skåne,0.4,0.49
0183C1120,0183,01,Sundbyberg,Stockholm,0.65,0.77
1282C1190,1282,12,Landskrona,Skåne,0.83,0.9
1290B2020,1290,12,Kristianstad,Skåne,0.81,0.91
0114C1080,0114,01,Upplands Väsby,Stockholm,0.44,0.59
1290B2030,1290,12,Kristianstad,Skåne,0.81,0.9
1266B2010,1266,12,Hörby,Skåne,0.72,0.83
1285A0050,1285,12,Eslöv,Skåne,0.7,0.82
1290B2050,1290,12,Kristianstad,Skåne,0.82,0.91
1214C1020,1214,12,Svalöv,Skåne,0.55,0.71
1290A0030,1290,12,Kristianstad,Skåne,0.72,0.82
1283C1640,1283,12,Helsingborg,Skåne,0.74,0.86
1214C1010,1214,12,Svalöv,Skåne,0.62,0.77
1267C1010,1267,12,Höör,Skåne,0.75,0.84
1267C1020,1267,12,Höör,Skåne,0.72,0.83
1267C1030,1267,12,Höör,Skåne,0.73,0.85
1285A0060,1285,12,Eslöv,Skåne,0.75,0.84
0581C1240,0581,05,Norrköping,Östergötland,0.52,0.67
0581C1200,0581,05,Norrköping,Östergötland,0.67,0.8
0581C1210,0581,05,Norrköping,Östergötland,0.81,0.9
1290B2040,1290,12,Kristianstad,Skåne,0.83,0.93
1267C1050,1267,12,Höör,Skåne,0.7,0.82
1290B2060,1290,12,Kristianstad,Skåne,0.83,0.93
1290B3010,1290,12,Kristianstad,Skåne,0.71,0.83
1283C1420,1283,12,Helsingborg,Skåne,0.77,0.87
1283C1430,1283,12,Helsingborg,Skåne,0.74,0.84
1290B3020,1290,12,Kristianstad,Skåne,0.75,0.85
2104C1020,2104,21,Hofors,Gävleborg,0.64,0.75
0360B4010,0360,03,Tierp,Uppsala,0.77,0.87
1267C1040,1267,12,Höör,Skåne,0.8,0.89
1266A0050,1266,12,Hörby,Skåne,0.66,0.76
1282A0010,1282,12,Landskrona,Skåne,0.73,0.83
0581C1470,0581,05,Norrköping,Östergötland,0.61,0.77
1494A0030,1494,14,Lidköping,Västra Götaland,0.7,0.86
1430A0010,1430,14,Munkedal,Västra Götaland,0.73,0.83
0581C1510,0581,05,Norrköping,Östergötland,0.69,0.82
0380C1950,0380,03,Uppsala,Uppsala,0.72,0.81
1282B2010,1282,12,Landskrona,Skåne,0.78,0.87
1283B5010,1283,12,Helsingborg,Skåne,0.7,0.82
1480C3720,1480,14,Göteborg,Västra Götaland,0.56,0.75
1283B2020,1283,12,Helsingborg,Skåne,0.78,0.88
1283B2030,1283,12,Helsingborg,Skåne,0.77,0.87
1214A0020,1214,12,Svalöv,Skåne,0.64,0.77
1290C1030,1290,12,Kristianstad,Skåne,0.78,0.89
